Time (s),Vsub = -20V (counts),Vsub = -5V (counts)
1.38E-09,12,19
1.38E-09,14,23
1.38E-09,21,26
1.38E-09,19,32
1.38E-09,15,20
1.38E-09,12,17
1.38E-09,12,26
1.38E-09,9,17
1.38E-09,11,24
1.38E-09,14,13
1.38E-09,17,21
1.39E-09,10,14
1.39E-09,16,25
1.39E-09,8,28
1.39E-09,18,21
1.39E-09,10,19
1.39E-09,8,9
1.39E-09,10,24
1.39E-09,16,25
1.39E-09,11,25
1.39E-09,14,24
1.39E-09,15,26
1.39E-09,8,17
1.40E-09,14,26
1.40E-09,10,16
1.40E-09,9,17
1.40E-09,15,26
1.40E-09,26,25
1.40E-09,10,26
1.40E-09,14,22
1.40E-09,16,17
1.40E-09,13,21
1.40E-09,13,25
1.40E-09,12,23
1.40E-09,9,34
1.40E-09,12,17
1.41E-09,11,21
1.41E-09,14,16
1.41E-09,15,20
1.41E-09,9,23
1.41E-09,13,19
1.41E-09,13,25
1.41E-09,10,27
1.41E-09,11,16
1.41E-09,12,18
1.41E-09,21,18
1.41E-09,11,21
1.41E-09,13,13
1.42E-09,16,24
1.42E-09,8,19
1.42E-09,11,20
1.42E-09,12,16
1.42E-09,6,27
1.42E-09,14,17
1.42E-09,11,18
1.42E-09,17,32
1.42E-09,12,23
1.42E-09,14,26
1.42E-09,21,22
1.42E-09,13,26
1.43E-09,16,20
1.43E-09,17,17
1.43E-09,9,17
1.43E-09,8,28
1.43E-09,15,25
1.43E-09,13,22
1.43E-09,17,23
1.43E-09,10,24
1.43E-09,9,19
1.43E-09,16,23
1.43E-09,13,30
1.43E-09,13,27
1.43E-09,13,19
1.44E-09,12,22
1.44E-09,14,17
1.44E-09,7,15
1.44E-09,12,22
1.44E-09,13,16
1.44E-09,12,18
1.44E-09,17,17
1.44E-09,9,19
1.44E-09,15,26
1.44E-09,15,24
1.44E-09,13,15
1.44E-09,11,17
1.45E-09,10,17
1.45E-09,10,22
1.45E-09,10,32
1.45E-09,13,24
1.45E-09,12,17
1.45E-09,9,22
1.45E-09,14,21
1.45E-09,15,18
1.45E-09,9,20
1.45E-09,17,16
1.45E-09,13,22
1.45E-09,9,23
1.46E-09,9,16
1.46E-09,16,24
1.46E-09,13,20
1.46E-09,14,17
1.46E-09,8,17
1.46E-09,11,21
1.46E-09,12,13
1.46E-09,17,12
1.46E-09,8,17
1.46E-09,13,19
1.46E-09,10,21
1.46E-09,10,24
1.47E-09,9,22
1.47E-09,17,14
1.47E-09,16,13
1.47E-09,15,20
1.47E-09,14,16
1.47E-09,14,13
1.47E-09,9,16
1.47E-09,14,18
1.47E-09,13,19
1.47E-09,16,20
1.47E-09,16,24
1.47E-09,14,17
1.47E-09,5,22
1.48E-09,9,23
1.48E-09,13,23
1.48E-09,10,19
1.48E-09,10,15
1.48E-09,15,29
1.48E-09,12,21
1.48E-09,12,16
1.48E-09,9,20
1.48E-09,12,19
1.48E-09,6,14
1.48E-09,14,15
1.48E-09,16,19
1.49E-09,15,25
1.49E-09,12,13
1.49E-09,17,23
1.49E-09,11,27
1.49E-09,15,23
1.49E-09,10,17
1.49E-09,9,21
1.49E-09,12,26
1.49E-09,10,17
1.49E-09,13,29
1.49E-09,13,16
1.49E-09,10,14
1.50E-09,16,17
1.50E-09,12,15
1.50E-09,12,16
1.50E-09,10,29
1.50E-09,10,26
1.50E-09,9,13
1.50E-09,7,18
1.50E-09,10,25
1.50E-09,10,21
1.50E-09,16,22
1.50E-09,15,22
1.50E-09,15,16
1.50E-09,14,29
1.51E-09,9,12
1.51E-09,10,24
1.51E-09,13,18
1.51E-09,11,14
1.51E-09,7,18
1.51E-09,7,16
1.51E-09,9,15
1.51E-09,10,17
1.51E-09,13,19
1.51E-09,11,22
1.51E-09,11,18
1.51E-09,14,28
1.52E-09,12,13
1.52E-09,18,16
1.52E-09,10,25
1.52E-09,11,24
1.52E-09,11,19
1.52E-09,8,13
1.52E-09,9,17
1.52E-09,13,26
1.52E-09,17,23
1.52E-09,16,22
1.52E-09,14,23
1.52E-09,12,21
1.53E-09,10,20
1.53E-09,13,23
1.53E-09,8,24
1.53E-09,13,16
1.53E-09,11,15
1.53E-09,15,17
1.53E-09,15,10
1.53E-09,7,21
1.53E-09,7,18
1.53E-09,19,18
1.53E-09,10,13
1.53E-09,14,21
1.54E-09,13,20
1.54E-09,14,21
1.54E-09,7,20
1.54E-09,15,19
1.54E-09,16,16
1.54E-09,11,15
1.54E-09,14,22
1.54E-09,14,12
1.54E-09,11,25
1.54E-09,11,13
1.54E-09,11,13
1.54E-09,12,17
1.54E-09,14,17
1.55E-09,6,17
1.55E-09,9,14
1.55E-09,12,17
1.55E-09,11,26
1.55E-09,14,19
1.55E-09,12,19
1.55E-09,18,26
1.55E-09,12,14
1.55E-09,17,23
1.55E-09,14,24
1.55E-09,22,20
1.55E-09,16,17
1.56E-09,12,22
1.56E-09,7,18
1.56E-09,10,14
1.56E-09,16,22
1.56E-09,16,14
1.56E-09,14,19
1.56E-09,13,30
1.56E-09,9,11
1.56E-09,14,21
1.56E-09,17,16
1.56E-09,10,15
1.56E-09,10,25
1.57E-09,9,20
1.57E-09,13,12
1.57E-09,10,23
1.57E-09,12,22
1.57E-09,12,26
1.57E-09,11,16
1.57E-09,13,27
1.57E-09,10,25
1.57E-09,18,15
1.57E-09,12,17
1.57E-09,15,16
1.57E-09,11,17
1.57E-09,7,19
1.58E-09,12,17
1.58E-09,14,14
1.58E-09,12,16
1.58E-09,12,20
1.58E-09,12,18
1.58E-09,10,18
1.58E-09,23,21
1.58E-09,7,18
1.58E-09,9,12
1.58E-09,13,15
1.58E-09,9,16
1.58E-09,10,14
1.59E-09,9,11
1.59E-09,14,10
1.59E-09,15,23
1.59E-09,17,19
1.59E-09,12,24
1.59E-09,11,13
1.59E-09,11,20
1.59E-09,11,15
1.59E-09,10,22
1.59E-09,16,20
1.59E-09,13,22
1.59E-09,17,19
1.60E-09,12,16
1.60E-09,11,17
1.60E-09,9,20
1.60E-09,18,14
1.60E-09,9,17
1.60E-09,15,21
1.60E-09,17,23
1.60E-09,11,25
1.60E-09,12,15
1.60E-09,15,11
1.60E-09,11,18
1.60E-09,12,20
1.61E-09,9,14
1.61E-09,9,15
1.61E-09,15,12
1.61E-09,17,14
1.61E-09,22,13
1.61E-09,16,19
1.61E-09,16,12
1.61E-09,14,27
1.61E-09,15,11
1.61E-09,10,17
1.61E-09,13,15
1.61E-09,18,19
1.61E-09,11,23
1.62E-09,10,15
1.62E-09,13,14
1.62E-09,12,15
1.62E-09,12,22
1.62E-09,16,13
1.62E-09,10,14
1.62E-09,11,24
1.62E-09,11,15
1.62E-09,16,19
1.62E-09,12,14
1.62E-09,13,16
1.62E-09,15,10
1.63E-09,17,18
1.63E-09,10,25
1.63E-09,15,19
1.63E-09,16,24
1.63E-09,13,13
1.63E-09,9,16
1.63E-09,10,26
1.63E-09,15,23
1.63E-09,12,19
1.63E-09,14,18
1.63E-09,16,21
1.63E-09,15,19
1.64E-09,18,21
1.64E-09,10,18
1.64E-09,10,16
1.64E-09,15,18
1.64E-09,12,15
1.64E-09,13,22
1.64E-09,12,11
1.64E-09,14,18
1.64E-09,15,12
1.64E-09,13,17
1.64E-09,13,19
1.64E-09,15,14
1.64E-09,19,19
1.65E-09,14,20
1.65E-09,13,20
1.65E-09,14,16
1.65E-09,13,13
1.65E-09,14,16
1.65E-09,14,13
1.65E-09,10,14
1.65E-09,10,20
1.65E-09,14,21
1.65E-09,17,15
1.65E-09,15,23
1.65E-09,14,20
1.66E-09,15,22
1.66E-09,10,14
1.66E-09,11,14
1.66E-09,10,21
1.66E-09,10,20
1.66E-09,15,13
1.66E-09,11,16
1.66E-09,9,24
1.66E-09,14,18
1.66E-09,9,18
1.66E-09,9,15
1.66E-09,14,13
1.67E-09,13,13
1.67E-09,13,21
1.67E-09,15,18
1.67E-09,18,13
1.67E-09,8,22
1.67E-09,14,28
1.67E-09,16,20
1.67E-09,15,12
1.67E-09,10,26
1.67E-09,21,13
1.67E-09,12,23
1.67E-09,17,17
1.68E-09,11,15
1.68E-09,14,21
1.68E-09,13,20
1.68E-09,12,16
1.68E-09,13,12
1.68E-09,12,16
1.68E-09,15,18
1.68E-09,14,15
1.68E-09,17,17
1.68E-09,7,10
1.68E-09,15,18
1.68E-09,20,21
1.68E-09,13,17
1.69E-09,16,17
1.69E-09,10,13
1.69E-09,17,14
1.69E-09,12,17
1.69E-09,14,13
1.69E-09,17,24
1.69E-09,8,14
1.69E-09,9,19
1.69E-09,16,11
1.69E-09,10,20
1.69E-09,25,26
1.69E-09,12,17
1.70E-09,9,19
1.70E-09,16,21
1.70E-09,10,22
1.70E-09,13,18
1.70E-09,17,15
1.70E-09,16,19
1.70E-09,14,14
1.70E-09,8,17
1.70E-09,12,9
1.70E-09,15,19
1.70E-09,10,19
1.70E-09,14,17
1.71E-09,9,15
1.71E-09,19,21
1.71E-09,18,15
1.71E-09,10,21
1.71E-09,10,20
1.71E-09,7,17
1.71E-09,12,27
1.71E-09,16,22
1.71E-09,15,13
1.71E-09,11,13
1.71E-09,16,28
1.71E-09,15,20
1.72E-09,11,19
1.72E-09,12,14
1.72E-09,15,17
1.72E-09,10,19
1.72E-09,12,8
1.72E-09,14,25
1.72E-09,16,19
1.72E-09,9,15
1.72E-09,7,19
1.72E-09,15,11
1.72E-09,9,28
1.72E-09,17,11
1.72E-09,11,12
1.73E-09,18,12
1.73E-09,13,21
1.73E-09,11,14
1.73E-09,12,15
1.73E-09,14,16
1.73E-09,10,11
1.73E-09,14,14
1.73E-09,12,16
1.73E-09,16,18
1.73E-09,21,14
1.73E-09,13,13
1.73E-09,7,18
1.74E-09,18,12
1.74E-09,16,19
1.74E-09,12,19
1.74E-09,15,15
1.74E-09,13,13
1.74E-09,14,19
1.74E-09,13,18
1.74E-09,14,17
1.74E-09,15,14
1.74E-09,13,20
1.74E-09,15,20
1.74E-09,12,14
1.75E-09,9,13
1.75E-09,14,13
1.75E-09,12,20
1.75E-09,10,19
1.75E-09,11,16
1.75E-09,14,19
1.75E-09,12,12
1.75E-09,15,14
1.75E-09,12,16
1.75E-09,12,23
1.75E-09,9,19
1.75E-09,10,14
1.75E-09,7,13
1.76E-09,8,21
1.76E-09,7,14
1.76E-09,9,19
1.76E-09,10,12
1.76E-09,13,11
1.76E-09,14,14
1.76E-09,9,15
1.76E-09,13,10
1.76E-09,13,14
1.76E-09,16,15
1.76E-09,17,14
1.76E-09,13,22
1.77E-09,14,6
1.77E-09,10,14
1.77E-09,10,14
1.77E-09,12,19
1.77E-09,6,18
1.77E-09,11,17
1.77E-09,15,16
1.77E-09,13,13
1.77E-09,17,15
1.77E-09,17,11
1.77E-09,12,16
1.77E-09,13,16
1.78E-09,16,16
1.78E-09,13,20
1.78E-09,9,10
1.78E-09,9,15
1.78E-09,11,15
1.78E-09,8,21
1.78E-09,15,19
1.78E-09,19,22
1.78E-09,8,21
1.78E-09,16,21
1.78E-09,17,11
1.78E-09,11,22
1.79E-09,11,21
1.79E-09,12,17
1.79E-09,7,26
1.79E-09,10,11
1.79E-09,12,17
1.79E-09,16,18
1.79E-09,9,20
1.79E-09,15,18
1.79E-09,8,15
1.79E-09,10,11
1.79E-09,19,22
1.79E-09,7,13
1.79E-09,15,14
1.80E-09,11,18
1.80E-09,6,12
1.80E-09,9,20
1.80E-09,4,9
1.80E-09,14,12
1.80E-09,13,18
1.80E-09,8,16
1.80E-09,10,15
1.80E-09,10,16
1.80E-09,11,11
1.80E-09,10,20
1.80E-09,9,14
1.81E-09,10,23
1.81E-09,17,22
1.81E-09,3,13
1.81E-09,12,13
1.81E-09,13,15
1.81E-09,15,19
1.81E-09,8,22
1.81E-09,14,19
1.81E-09,14,12
1.81E-09,16,15
1.81E-09,14,21
1.81E-09,10,12
1.82E-09,11,15
1.82E-09,11,14
1.82E-09,10,15
1.82E-09,10,14
1.82E-09,8,11
1.82E-09,9,21
1.82E-09,11,8
1.82E-09,11,15
1.82E-09,16,12
1.82E-09,14,13
1.82E-09,11,16
1.82E-09,13,11
1.82E-09,12,14
1.83E-09,13,14
1.83E-09,13,22
1.83E-09,8,10
1.83E-09,16,10
1.83E-09,17,17
1.83E-09,21,15
1.83E-09,13,9
1.83E-09,6,22
1.83E-09,8,19
1.83E-09,11,16
1.83E-09,8,11
1.83E-09,8,13
1.84E-09,10,19
1.84E-09,11,16
1.84E-09,12,24
1.84E-09,7,15
1.84E-09,13,14
1.84E-09,13,17
1.84E-09,7,16
1.84E-09,11,15
1.84E-09,9,15
1.84E-09,12,10
1.84E-09,26,12
1.84E-09,7,21
1.85E-09,11,18
1.85E-09,8,14
1.85E-09,17,18
1.85E-09,14,18
1.85E-09,13,8
1.85E-09,10,14
1.85E-09,9,14
1.85E-09,11,12
1.85E-09,8,18
1.85E-09,16,17
1.85E-09,16,17
1.85E-09,14,12
1.86E-09,18,16
1.86E-09,16,13
1.86E-09,7,15
1.86E-09,14,15
1.86E-09,16,20
1.86E-09,10,20
1.86E-09,7,20
1.86E-09,10,10
1.86E-09,8,10
1.86E-09,11,11
1.86E-09,17,16
1.86E-09,10,12
1.86E-09,5,18
1.87E-09,18,20
1.87E-09,14,18
1.87E-09,14,18
1.87E-09,14,15
1.87E-09,12,15
1.87E-09,13,14
1.87E-09,6,13
1.87E-09,12,18
1.87E-09,14,12
1.87E-09,12,22
1.87E-09,11,16
1.87E-09,10,14
1.88E-09,10,14
1.88E-09,12,15
1.88E-09,12,12
1.88E-09,16,15
1.88E-09,18,15
1.88E-09,15,13
1.88E-09,8,18
1.88E-09,11,22
1.88E-09,13,15
1.88E-09,13,22
1.88E-09,11,10
1.88E-09,13,14
1.89E-09,11,15
1.89E-09,13,20
1.89E-09,15,13
1.89E-09,15,15
1.89E-09,9,12
1.89E-09,13,17
1.89E-09,15,21
1.89E-09,15,12
1.89E-09,13,20
1.89E-09,10,21
1.89E-09,20,18
1.89E-09,9,14
1.89E-09,13,13
1.90E-09,7,13
1.90E-09,14,19
1.90E-09,11,25
1.90E-09,7,18
1.90E-09,11,20
1.90E-09,15,14
1.90E-09,11,23
1.90E-09,12,17
1.90E-09,19,17
1.90E-09,10,18
1.90E-09,15,17
1.90E-09,7,14
1.91E-09,8,16
1.91E-09,9,17
1.91E-09,16,11
1.91E-09,11,11
1.91E-09,14,16
1.91E-09,21,19
1.91E-09,16,17
1.91E-09,14,23
1.91E-09,14,15
1.91E-09,7,15
1.91E-09,13,19
1.91E-09,12,16
1.92E-09,13,17
1.92E-09,11,15
1.92E-09,17,14
1.92E-09,13,14
1.92E-09,11,14
1.92E-09,12,15
1.92E-09,17,18
1.92E-09,21,7
1.92E-09,13,11
1.92E-09,13,10
1.92E-09,15,21
1.92E-09,7,16
1.93E-09,15,15
1.93E-09,9,21
1.93E-09,15,29
1.93E-09,17,15
1.93E-09,9,8
1.93E-09,9,15
1.93E-09,11,12
1.93E-09,11,19
1.93E-09,8,18
1.93E-09,17,18
1.93E-09,8,14
1.93E-09,14,19
1.93E-09,10,23
1.94E-09,13,13
1.94E-09,20,24
1.94E-09,8,14
1.94E-09,14,14
1.94E-09,15,19
1.94E-09,19,13
1.94E-09,14,18
1.94E-09,15,20
1.94E-09,16,6
1.94E-09,10,15
1.94E-09,10,16
1.94E-09,17,21
1.95E-09,11,16
1.95E-09,11,21
1.95E-09,10,13
1.95E-09,12,19
1.95E-09,10,11
1.95E-09,6,23
1.95E-09,12,22
1.95E-09,11,17
1.95E-09,8,16
1.95E-09,11,15
1.95E-09,10,11
1.95E-09,10,19
1.96E-09,16,12
1.96E-09,9,9
1.96E-09,12,19
1.96E-09,9,16
1.96E-09,11,27
1.96E-09,20,19
1.96E-09,11,21
1.96E-09,3,24
1.96E-09,14,13
1.96E-09,17,16
1.96E-09,13,23
1.96E-09,15,24
1.97E-09,15,17
1.97E-09,12,23
1.97E-09,9,14
1.97E-09,12,26
1.97E-09,14,20
1.97E-09,10,14
1.97E-09,16,23
1.97E-09,8,22
1.97E-09,12,18
1.97E-09,12,13
1.97E-09,16,14
1.97E-09,16,18
1.97E-09,10,11
1.98E-09,19,16
1.98E-09,16,10
1.98E-09,13,15
1.98E-09,8,16
1.98E-09,9,19
1.98E-09,9,19
1.98E-09,12,19
1.98E-09,15,18
1.98E-09,11,16
1.98E-09,18,13
1.98E-09,8,23
1.98E-09,11,19
1.99E-09,9,19
1.99E-09,8,19
1.99E-09,4,12
1.99E-09,20,13
1.99E-09,13,14
1.99E-09,18,20
1.99E-09,8,10
1.99E-09,13,21
1.99E-09,14,18
1.99E-09,13,16
1.99E-09,9,16
1.99E-09,12,17
2.00E-09,7,16
2.00E-09,15,14
2.00E-09,9,10
2.00E-09,13,18
2.00E-09,15,18
2.00E-09,22,24
2.00E-09,15,8
2.00E-09,14,14
2.00E-09,9,10
2.00E-09,15,14
2.00E-09,10,20
2.00E-09,11,22
2.00E-09,11,16
2.01E-09,12,10
2.01E-09,10,11
2.01E-09,13,9
2.01E-09,10,13
2.01E-09,14,13
2.01E-09,8,14
2.01E-09,10,16
2.01E-09,13,16
2.01E-09,15,16
2.01E-09,12,17
2.01E-09,9,18
2.01E-09,9,16
2.02E-09,10,21
2.02E-09,9,15
2.02E-09,12,19
2.02E-09,9,19
2.02E-09,5,16
2.02E-09,8,10
2.02E-09,16,12
2.02E-09,14,18
2.02E-09,9,25
2.02E-09,12,20
2.02E-09,9,17
2.02E-09,16,20
2.03E-09,10,13
2.03E-09,9,18
2.03E-09,4,17
2.03E-09,9,13
2.03E-09,10,15
2.03E-09,9,17
2.03E-09,21,18
2.03E-09,8,11
2.03E-09,11,12
2.03E-09,14,19
2.03E-09,11,17
2.03E-09,24,21
2.04E-09,15,11
2.04E-09,12,19
2.04E-09,13,19
2.04E-09,13,13
2.04E-09,14,19
2.04E-09,18,22
2.04E-09,12,15
2.04E-09,13,18
2.04E-09,13,16
2.04E-09,11,19
2.04E-09,15,14
2.04E-09,9,17
2.04E-09,9,18
2.05E-09,12,13
2.05E-09,8,16
2.05E-09,14,12
2.05E-09,9,12
2.05E-09,12,10
2.05E-09,11,13
2.05E-09,15,24
2.05E-09,10,12
2.05E-09,9,15
2.05E-09,12,17
2.05E-09,9,18
2.05E-09,16,19
2.06E-09,11,22
2.06E-09,10,14
2.06E-09,17,19
2.06E-09,12,19
2.06E-09,18,13
2.06E-09,6,24
2.06E-09,15,16
2.06E-09,14,14
2.06E-09,6,15
2.06E-09,14,21
2.06E-09,8,23
2.06E-09,11,12
2.07E-09,14,15
2.07E-09,14,26
2.07E-09,10,14
2.07E-09,9,18
2.07E-09,15,22
2.07E-09,14,16
2.07E-09,14,23
2.07E-09,12,14
2.07E-09,13,15
2.07E-09,16,18
2.07E-09,6,15
2.07E-09,8,6
2.07E-09,11,12
2.08E-09,14,19
2.08E-09,11,17
2.08E-09,7,17
2.08E-09,11,26
2.08E-09,11,16
2.08E-09,14,19
2.08E-09,12,18
2.08E-09,13,16
2.08E-09,7,14
2.08E-09,15,10
2.08E-09,8,13
2.08E-09,10,14
2.09E-09,15,21
2.09E-09,15,22
2.09E-09,14,17
2.09E-09,9,15
2.09E-09,7,25
2.09E-09,17,17
2.09E-09,13,17
2.09E-09,14,13
2.09E-09,13,12
2.09E-09,16,14
2.09E-09,11,19
2.09E-09,8,14
2.10E-09,8,17
2.10E-09,18,10
2.10E-09,9,10
2.10E-09,9,16
2.10E-09,16,21
2.10E-09,8,22
2.10E-09,12,17
2.10E-09,17,23
2.10E-09,13,14
2.10E-09,12,14
2.10E-09,8,18
2.10E-09,11,14
2.11E-09,13,19
2.11E-09,12,14
2.11E-09,13,18
2.11E-09,16,15
2.11E-09,15,15
2.11E-09,9,23
2.11E-09,13,21
2.11E-09,13,23
2.11E-09,11,12
2.11E-09,16,17
2.11E-09,14,25
2.11E-09,12,13
2.11E-09,11,12
2.12E-09,17,11
2.12E-09,13,7
2.12E-09,9,16
2.12E-09,11,19
2.12E-09,17,24
2.12E-09,13,22
2.12E-09,19,16
2.12E-09,9,15
2.12E-09,12,18
2.12E-09,11,16
2.12E-09,11,12
2.12E-09,6,14
2.13E-09,9,22
2.13E-09,8,14
2.13E-09,8,15
2.13E-09,16,18
2.13E-09,6,20
2.13E-09,15,16
2.13E-09,11,19
2.13E-09,15,18
2.13E-09,6,16
2.13E-09,15,15
2.13E-09,8,18
2.13E-09,9,13
2.14E-09,8,23
2.14E-09,13,16
2.14E-09,9,16
2.14E-09,15,15
2.14E-09,13,19
2.14E-09,16,9
2.14E-09,16,13
2.14E-09,14,17
2.14E-09,15,17
2.14E-09,12,10
2.14E-09,13,17
2.14E-09,11,16
2.14E-09,10,16
2.15E-09,11,19
2.15E-09,15,14
2.15E-09,12,20
2.15E-09,17,15
2.15E-09,11,11
2.15E-09,11,22
2.15E-09,12,12
2.15E-09,11,12
2.15E-09,11,18
2.15E-09,5,21
2.15E-09,8,19
2.15E-09,11,12
2.16E-09,8,13
2.16E-09,8,14
2.16E-09,9,17
2.16E-09,17,24
2.16E-09,10,9
2.16E-09,10,21
2.16E-09,16,19
2.16E-09,7,21
2.16E-09,10,17
2.16E-09,8,16
2.16E-09,7,13
2.16E-09,10,20
2.17E-09,15,16
2.17E-09,8,10
2.17E-09,8,16
2.17E-09,14,15
2.17E-09,10,19
2.17E-09,12,14
2.17E-09,15,20
2.17E-09,11,24
2.17E-09,8,20
2.17E-09,10,14
2.17E-09,8,15
2.17E-09,7,15
2.18E-09,8,12
2.18E-09,16,22
2.18E-09,8,12
2.18E-09,18,16
2.18E-09,17,17
2.18E-09,12,17
2.18E-09,14,23
2.18E-09,11,13
2.18E-09,10,12
2.18E-09,8,14
2.18E-09,11,21
2.18E-09,12,14
2.18E-09,11,13
2.19E-09,13,10
2.19E-09,11,12
2.19E-09,11,22
2.19E-09,11,21
2.19E-09,10,14
2.19E-09,15,16
2.19E-09,13,13
2.19E-09,10,12
2.19E-09,10,16
2.19E-09,17,11
2.19E-09,15,19
2.19E-09,15,15
2.20E-09,17,11
2.20E-09,11,18
2.20E-09,15,17
2.20E-09,12,16
2.20E-09,10,12
2.20E-09,12,11
2.20E-09,9,22
2.20E-09,10,21
2.20E-09,10,19
2.20E-09,7,13
2.20E-09,11,11
2.20E-09,11,20
2.21E-09,18,20
2.21E-09,14,17
2.21E-09,21,16
2.21E-09,15,11
2.21E-09,12,14
2.21E-09,14,11
2.21E-09,15,10
2.21E-09,12,14
2.21E-09,17,14
2.21E-09,9,12
2.21E-09,15,20
2.21E-09,8,18
2.21E-09,9,11
2.22E-09,16,13
2.22E-09,14,14
2.22E-09,8,12
2.22E-09,12,13
2.22E-09,11,21
2.22E-09,9,14
2.22E-09,8,18
2.22E-09,14,15
2.22E-09,11,13
2.22E-09,11,19
2.22E-09,4,13
2.22E-09,15,13
2.23E-09,15,11
2.23E-09,14,20
2.23E-09,11,13
2.23E-09,5,15
2.23E-09,11,12
2.23E-09,13,16
2.23E-09,18,17
2.23E-09,11,13
2.23E-09,11,12
2.23E-09,13,16
2.23E-09,10,23
2.23E-09,9,14
2.24E-09,10,21
2.24E-09,19,15
2.24E-09,9,13
2.24E-09,12,17
2.24E-09,13,21
2.24E-09,9,16
2.24E-09,11,14
2.24E-09,12,13
2.24E-09,12,17
2.24E-09,12,16
2.24E-09,6,15
2.24E-09,6,12
2.25E-09,9,14
2.25E-09,17,10
2.25E-09,14,23
2.25E-09,9,17
2.25E-09,14,16
2.25E-09,11,12
2.25E-09,14,16
2.25E-09,11,18
2.25E-09,14,18
2.25E-09,12,18
2.25E-09,20,17
2.25E-09,8,10
2.25E-09,9,12
2.26E-09,11,7
2.26E-09,13,12
2.26E-09,9,12
2.26E-09,16,14
2.26E-09,16,11
2.26E-09,13,20
2.26E-09,24,15
2.26E-09,18,16
2.26E-09,18,19
2.26E-09,19,18
2.26E-09,14,20
2.26E-09,13,26
2.27E-09,10,19
2.27E-09,11,9
2.27E-09,9,10
2.27E-09,12,15
2.27E-09,9,16
2.27E-09,8,16
2.27E-09,6,12
2.27E-09,16,16
2.27E-09,12,22
2.27E-09,17,11
2.27E-09,18,20
2.27E-09,8,26
2.28E-09,11,19
2.28E-09,9,23
2.28E-09,11,16
2.28E-09,14,15
2.28E-09,8,17
2.28E-09,14,15
2.28E-09,15,15
2.28E-09,19,11
2.28E-09,8,25
2.28E-09,13,25
2.28E-09,10,18
2.28E-09,11,18
2.29E-09,13,16
2.29E-09,13,20
2.29E-09,14,18
2.29E-09,9,13
2.29E-09,12,14
2.29E-09,10,15
2.29E-09,11,20
2.29E-09,11,15
2.29E-09,11,16
2.29E-09,9,19
2.29E-09,15,24
2.29E-09,13,16
2.29E-09,11,20
2.30E-09,10,19
2.30E-09,8,9
2.30E-09,14,20
2.30E-09,9,8
2.30E-09,7,14
2.30E-09,11,16
2.30E-09,19,19
2.30E-09,13,15
2.30E-09,11,16
2.30E-09,15,18
2.30E-09,19,11
2.30E-09,17,17
2.31E-09,5,14
2.31E-09,11,12
2.31E-09,15,21
2.31E-09,16,18
2.31E-09,19,21
2.31E-09,13,17
2.31E-09,8,18
2.31E-09,11,15
2.31E-09,13,13
2.31E-09,13,13
2.31E-09,13,19
2.31E-09,12,15
2.32E-09,14,16
2.32E-09,10,16
2.32E-09,11,17
2.32E-09,20,14
2.32E-09,18,22
2.32E-09,13,10
2.32E-09,8,13
2.32E-09,5,22
2.32E-09,17,6
2.32E-09,9,21
2.32E-09,7,14
2.32E-09,10,21
2.32E-09,18,18
2.33E-09,17,11
2.33E-09,7,18
2.33E-09,13,13
2.33E-09,14,22
2.33E-09,16,14
2.33E-09,11,20
2.33E-09,11,14
2.33E-09,12,25
2.33E-09,14,15
2.33E-09,10,15
2.33E-09,13,14
2.33E-09,12,15
2.34E-09,13,18
2.34E-09,12,16
2.34E-09,9,13
2.34E-09,9,11
2.34E-09,11,20
2.34E-09,20,17
2.34E-09,14,15
2.34E-09,13,13
2.34E-09,10,11
2.34E-09,13,22
2.34E-09,12,19
2.34E-09,17,20
2.35E-09,19,23
2.35E-09,12,13
2.35E-09,14,21
2.35E-09,7,12
2.35E-09,13,24
2.35E-09,11,21
2.35E-09,9,16
2.35E-09,9,14
2.35E-09,16,14
2.35E-09,10,9
2.35E-09,12,20
2.35E-09,9,14
2.36E-09,14,16
2.36E-09,10,12
2.36E-09,12,21
2.36E-09,12,13
2.36E-09,17,16
2.36E-09,12,16
2.36E-09,10,14
2.36E-09,13,18
2.36E-09,12,17
2.36E-09,8,13
2.36E-09,17,28
2.36E-09,13,17
2.36E-09,15,19
2.37E-09,9,14
2.37E-09,17,15
2.37E-09,9,13
2.37E-09,13,14
2.37E-09,10,14
2.37E-09,8,18
2.37E-09,6,20
2.37E-09,15,14
2.37E-09,10,19
2.37E-09,21,15
2.37E-09,14,13
2.37E-09,6,17
2.38E-09,13,18
2.38E-09,9,20
2.38E-09,8,12
2.38E-09,7,19
2.38E-09,6,23
2.38E-09,11,17
2.38E-09,15,19
2.38E-09,15,19
2.38E-09,9,17
2.38E-09,7,13
2.38E-09,10,16
2.38E-09,12,16
2.39E-09,15,16
2.39E-09,11,10
2.39E-09,6,10
2.39E-09,11,22
2.39E-09,16,18
2.39E-09,7,18
2.39E-09,8,18
2.39E-09,12,18
2.39E-09,14,17
2.39E-09,17,27
2.39E-09,20,19
2.39E-09,10,16
2.39E-09,9,17
2.40E-09,11,15
2.40E-09,16,18
2.40E-09,14,17
2.40E-09,16,18
2.40E-09,13,16
2.40E-09,11,13
2.40E-09,9,10
2.40E-09,8,11
2.40E-09,14,18
2.40E-09,10,9
2.40E-09,13,13
2.40E-09,17,14
2.41E-09,19,14
2.41E-09,3,24
2.41E-09,11,14
2.41E-09,15,15
2.41E-09,11,25
2.41E-09,11,15
