Time (s),Vsub = -20V (counts),Vsub = -5V (counts)
2.41E-09,8,23
2.41E-09,13,12
2.41E-09,10,12
2.41E-09,11,18
2.41E-09,9,16
2.41E-09,8,22
2.42E-09,15,18
2.42E-09,12,14
2.42E-09,11,15
2.42E-09,12,25
2.42E-09,16,13
2.42E-09,11,10
2.42E-09,9,25
2.42E-09,7,13
2.42E-09,3,20
2.42E-09,13,12
2.42E-09,8,18
2.42E-09,8,16
2.43E-09,9,15
2.43E-09,13,14
2.43E-09,12,13
2.43E-09,12,12
2.43E-09,12,20
2.43E-09,6,19
2.43E-09,17,14
2.43E-09,17,12
2.43E-09,7,13
2.43E-09,19,14
2.43E-09,10,23
2.43E-09,16,12
2.43E-09,10,16
2.44E-09,13,9
2.44E-09,8,13
2.44E-09,12,14
2.44E-09,18,16
2.44E-09,13,16
2.44E-09,15,13
2.44E-09,14,15
2.44E-09,16,24
2.44E-09,18,19
2.44E-09,7,19
2.44E-09,11,15
2.44E-09,9,16
2.45E-09,8,18
2.45E-09,9,22
2.45E-09,10,19
2.45E-09,20,17
2.45E-09,14,12
2.45E-09,14,24
2.45E-09,11,21
2.45E-09,10,12
2.45E-09,13,18
2.45E-09,6,17
2.45E-09,10,17
2.45E-09,11,14
2.46E-09,15,18
2.46E-09,10,22
2.46E-09,19,10
2.46E-09,16,15
2.46E-09,13,19
2.46E-09,11,18
2.46E-09,10,17
2.46E-09,9,12
2.46E-09,11,13
2.46E-09,7,12
2.46E-09,10,16
2.46E-09,10,25
2.46E-09,16,11
2.47E-09,6,9
2.47E-09,11,16
2.47E-09,15,17
2.47E-09,12,20
2.47E-09,15,15
2.47E-09,11,14
2.47E-09,12,15
2.47E-09,20,15
2.47E-09,7,15
2.47E-09,9,12
2.47E-09,21,11
2.47E-09,12,16
2.48E-09,8,12
2.48E-09,12,14
2.48E-09,10,17
2.48E-09,8,16
2.48E-09,7,14
2.48E-09,9,23
2.48E-09,10,10
2.48E-09,12,14
2.48E-09,10,9
2.48E-09,13,17
2.48E-09,13,11
2.48E-09,15,20
2.49E-09,14,21
2.49E-09,9,12
2.49E-09,13,13
2.49E-09,14,15
2.49E-09,10,12
2.49E-09,13,13
2.49E-09,5,11
2.49E-09,12,9
2.49E-09,16,11
2.49E-09,12,17
2.49E-09,15,17
2.49E-09,8,23
2.50E-09,7,13
2.50E-09,9,15
2.50E-09,7,9
2.50E-09,8,11
2.50E-09,10,20
2.50E-09,11,15
2.50E-09,16,11
2.50E-09,15,11
2.50E-09,16,11
2.50E-09,10,18
2.50E-09,8,15
2.50E-09,20,13
2.50E-09,12,15
2.51E-09,14,19
2.51E-09,19,15
2.51E-09,14,18
2.51E-09,16,19
2.51E-09,9,18
2.51E-09,20,14
2.51E-09,17,12
2.51E-09,14,16
2.51E-09,11,16
2.51E-09,10,11
2.51E-09,15,15
2.51E-09,9,15
2.52E-09,10,21
2.52E-09,16,14
2.52E-09,18,20
2.52E-09,8,17
2.52E-09,14,17
2.52E-09,9,15
2.52E-09,18,15
2.52E-09,13,20
2.52E-09,17,10
2.52E-09,11,21
2.52E-09,20,10
2.52E-09,13,11
2.53E-09,8,13
2.53E-09,16,17
2.53E-09,10,23
2.53E-09,9,16
2.53E-09,9,11
2.53E-09,10,8
2.53E-09,13,16
2.53E-09,7,20
2.53E-09,12,13
2.53E-09,9,15
2.53E-09,14,13
2.53E-09,13,11
2.54E-09,16,16
2.54E-09,13,12
2.54E-09,9,8
2.54E-09,10,14
2.54E-09,11,24
2.54E-09,15,22
2.54E-09,15,15
2.54E-09,8,16
2.54E-09,2,11
2.54E-09,12,22
2.54E-09,10,10
2.54E-09,7,14
2.54E-09,9,22
2.55E-09,14,15
2.55E-09,13,16
2.55E-09,16,17
2.55E-09,16,20
2.55E-09,8,14
2.55E-09,7,19
2.55E-09,16,8
2.55E-09,9,16
2.55E-09,8,14
2.55E-09,11,17
2.55E-09,8,15
2.55E-09,10,13
2.56E-09,18,11
2.56E-09,17,25
2.56E-09,11,16
2.56E-09,10,22
2.56E-09,12,15
2.56E-09,18,12
2.56E-09,14,9
2.56E-09,12,22
2.56E-09,12,22
2.56E-09,12,15
2.56E-09,23,20
2.56E-09,14,19
2.57E-09,7,18
2.57E-09,10,20
2.57E-09,15,21
2.57E-09,10,11
2.57E-09,16,13
2.57E-09,13,17
2.57E-09,16,15
2.57E-09,16,26
2.57E-09,17,21
2.57E-09,14,20
2.57E-09,9,18
2.57E-09,11,17
2.57E-09,7,15
2.58E-09,9,8
2.58E-09,11,17
2.58E-09,13,15
2.58E-09,10,18
2.58E-09,12,14
2.58E-09,15,14
2.58E-09,15,17
2.58E-09,11,10
2.58E-09,11,18
2.58E-09,9,17
2.58E-09,13,21
2.58E-09,12,15
2.59E-09,14,15
2.59E-09,15,19
2.59E-09,12,28
2.59E-09,15,17
2.59E-09,11,20
2.59E-09,13,14
2.59E-09,20,15
2.59E-09,14,8
2.59E-09,10,13
2.59E-09,10,16
2.59E-09,7,13
2.59E-09,10,17
2.60E-09,9,17
2.60E-09,15,16
2.60E-09,16,24
2.60E-09,12,21
2.60E-09,13,9
2.60E-09,17,18
2.60E-09,11,11
2.60E-09,13,15
2.60E-09,8,15
2.60E-09,11,22
2.60E-09,8,15
2.60E-09,10,16
2.61E-09,13,14
2.61E-09,9,16
2.61E-09,11,14
2.61E-09,14,18
2.61E-09,11,14
2.61E-09,12,12
2.61E-09,14,13
2.61E-09,16,12
2.61E-09,7,15
2.61E-09,15,13
2.61E-09,11,8
2.61E-09,10,9
2.61E-09,10,11
2.62E-09,10,6
2.62E-09,9,14
2.62E-09,12,22
2.62E-09,12,16
2.62E-09,8,9
2.62E-09,7,14
2.62E-09,6,9
2.62E-09,7,11
2.62E-09,6,12
2.62E-09,11,16
2.62E-09,11,11
2.62E-09,9,16
2.63E-09,12,13
2.63E-09,15,19
2.63E-09,9,13
2.63E-09,11,8
2.63E-09,12,10
2.63E-09,10,11
2.63E-09,12,18
2.63E-09,7,13
2.63E-09,9,15
2.63E-09,13,6
2.63E-09,6,10
2.63E-09,11,8
2.64E-09,13,11
2.64E-09,8,8
2.64E-09,8,20
2.64E-09,12,13
2.64E-09,7,12
2.64E-09,8,14
2.64E-09,10,9
2.64E-09,12,14
2.64E-09,18,12
2.64E-09,5,11
2.64E-09,10,16
2.64E-09,9,12
2.64E-09,7,16
2.65E-09,17,26
2.65E-09,6,10
2.65E-09,16,12
2.65E-09,7,19
2.65E-09,10,10
2.65E-09,7,15
2.65E-09,4,11
2.65E-09,11,14
2.65E-09,4,8
2.65E-09,8,10
2.65E-09,4,13
2.65E-09,9,12
2.66E-09,13,6
2.66E-09,12,7
2.66E-09,7,15
2.66E-09,5,11
2.66E-09,8,13
2.66E-09,5,16
2.66E-09,9,6
2.66E-09,8,13
2.66E-09,10,9
2.66E-09,8,9
2.66E-09,9,22
2.66E-09,9,12
2.67E-09,9,13
2.67E-09,11,10
2.67E-09,9,10
2.67E-09,10,11
2.67E-09,7,8
2.67E-09,10,9
2.67E-09,12,10
2.67E-09,6,12
2.67E-09,8,12
2.67E-09,10,9
2.67E-09,7,5
2.67E-09,7,8
2.68E-09,8,11
2.68E-09,8,15
2.68E-09,6,8
2.68E-09,7,16
2.68E-09,9,7
2.68E-09,9,8
2.68E-09,12,17
2.68E-09,6,8
2.68E-09,5,15
2.68E-09,7,9
2.68E-09,9,13
2.68E-09,3,8
2.68E-09,3,18
2.69E-09,5,9
2.69E-09,7,8
2.69E-09,7,6
2.69E-09,4,3
2.69E-09,5,9
2.69E-09,3,10
2.69E-09,9,8
2.69E-09,7,8
2.69E-09,6,8
2.69E-09,11,8
2.69E-09,5,8
2.69E-09,8,9
2.70E-09,5,6
2.70E-09,6,6
2.70E-09,8,10
2.70E-09,6,10
2.70E-09,4,8
2.70E-09,5,13
2.70E-09,3,10
2.70E-09,8,7
2.70E-09,10,6
2.70E-09,3,14
2.70E-09,6,6
2.70E-09,9,6
2.71E-09,5,10
2.71E-09,1,7
2.71E-09,2,7
2.71E-09,4,12
2.71E-09,7,6
2.71E-09,4,9
2.71E-09,3,8
2.71E-09,6,7
2.71E-09,5,4
2.71E-09,6,8
2.71E-09,5,5
2.71E-09,3,4
2.71E-09,3,5
2.72E-09,0,6
2.72E-09,4,12
2.72E-09,3,5
2.72E-09,7,8
2.72E-09,3,5
2.72E-09,4,3
2.72E-09,4,2
2.72E-09,1,9
2.72E-09,7,7
2.72E-09,10,4
2.72E-09,10,6
2.72E-09,6,9
2.73E-09,2,6
2.73E-09,5,6
2.73E-09,4,3
2.73E-09,4,6
2.73E-09,5,6
2.73E-09,2,4
2.73E-09,5,6
2.73E-09,2,3
2.73E-09,4,4
2.73E-09,8,3
2.73E-09,3,6
2.73E-09,5,5
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
,,--
